,tsne-one,tsne-two,tsne-three,gs_text34
800,-5.349729,0.39960784,2.7650285,"Injury, Poisoning and External Causes"
801,-5.3526187,0.42971164,2.7580154,Birth asphyxia
802,-5.349637,0.4607483,2.7535071,External Causes of Morbidity and Mortality
803,-5.351287,0.49140185,2.7512727,Diseases of Respiratory System
804,-5.352141,0.52216744,2.741834,External Causes of Morbidity and Mortality
805,-5.352352,0.5529303,2.7377691,Certain infectious and Parasitic Diseases
806,-5.3539586,0.58343476,2.7260258,"Pregnancy, childbirth and the puerperiu"
807,-5.3531427,0.6141782,2.7229524,"Pregnancy, childbirth and the puerperiu"
808,-5.354322,0.64480007,2.720193,External Causes of Morbidity and Mortality
809,-5.3549666,0.6752376,2.713461,Other Non-communicable Diseases
810,-5.35556,0.70645344,2.7051816,Other Non-communicable Diseases
811,-5.3562694,0.73681015,2.7003677,Other Cardiovascular Diseases
812,-5.355587,0.76734257,2.690938,Diseases of Respiratory System
813,-5.356172,0.7979267,2.6831748,External Causes of Morbidity and Mortality
814,-5.3573337,0.8280232,2.6755638,Diseases of the Digestive System
815,-5.355601,0.8587976,2.6636162,Diseases of the circulatory system
816,-5.356702,0.8884913,2.661341,Neoplasms
817,-5.3579307,0.9191498,2.6522062,External Causes of Morbidity and Mortality
818,-5.357611,0.9499254,2.6432273,Other Cardiovascular Diseases
819,-5.3603106,0.9798462,2.6328905,Other Non-communicable Diseases
820,-5.3590665,1.0101534,2.6233528,Certain infectious and Parasitic Diseases
821,-5.363176,1.040769,2.615598,"Pregnancy, childbirth and the puerperiu"
822,-5.3569303,1.0691098,2.605625,External Causes of Morbidity and Mortality
823,-5.3549194,1.1010959,2.595964,External Causes of Morbidity and Mortality
824,-5.355933,1.1309036,2.5871966,External Causes of Morbidity and Mortality
825,-5.3549294,1.1600798,2.574417,Diseases of the Digestive System
826,-5.3547993,1.1899123,2.565712,Diseases of the Genitourinary System
827,-5.3558607,1.220787,2.5551019,Certain infectious and Parasitic Diseases
828,-5.352552,1.2495314,2.5452251,Other Non-communicable Diseases
829,-5.3532033,1.2791907,2.534332,Congenital malformation
830,-5.355816,1.3084464,2.5217936,Other Non-communicable Diseases
831,-5.3511133,1.3382852,2.5114512,Other Non-communicable Diseases
832,-5.3498516,1.3677678,2.5006056,"Pregnancy, childbirth and the puerperiu"
833,-5.351319,1.3975061,2.4870574,Certain infectious and Parasitic Diseases
834,-5.347314,1.4263628,2.4767094,Other Non-communicable Diseases
835,-5.3469605,1.4559513,2.4643047,External Causes of Morbidity and Mortality
836,-5.3451858,1.4848862,2.4505165,Certain infectious and Parasitic Diseases
837,-5.3447576,1.5147505,2.437952,Diseases of the Digestive System
838,-5.344118,1.5430678,2.4254076,External Causes of Morbidity and Mortality
839,-5.3448696,1.5714852,2.4131699,"Pregnancy, childbirth and the puerperiu"
840,-5.34039,1.6010723,2.401198,Diseases of Respiratory System
841,-5.336823,1.628395,2.3856142,Diseases of the Genitourinary System
842,-5.3372445,1.6582725,2.3717444,"Endocrine, Nutritional and Metabolic Diseases"
843,-5.338089,1.686245,2.3587654,Certain infectious and Parasitic Diseases
844,-5.334304,1.7152325,2.3437784,External Causes of Morbidity and Mortality
845,-5.3323345,1.7430713,2.3318489,Other Non-communicable Diseases
846,-5.328803,1.7694756,2.3179543,Other Cardiovascular Diseases
847,-5.3295436,1.7996609,2.3028445,Diseases of Respiratory System
848,-5.329263,1.8309146,2.2873116,Certain infectious and Parasitic Diseases
849,-5.324639,1.8557324,2.2732594,External Causes of Morbidity and Mortality
850,-5.3214254,1.8809744,2.258112,Certain infectious and Parasitic Diseases
851,-5.3190427,1.9106377,2.242486,Other Cardiovascular Diseases
852,-5.314779,1.9387864,2.227978,"Pregnancy, childbirth and the puerperiu"
853,-5.3135,1.9658793,2.211412,Certain infectious and Parasitic Diseases
854,-5.3114066,1.9929944,2.1963942,Other Non-communicable Diseases
855,-5.312088,2.0196788,2.1800804,Diseases of the circulatory system
856,-5.305467,2.0470498,2.1598818,Other Non-communicable Diseases
857,-5.303429,2.0743773,2.147262,Diseases of the circulatory system
858,-5.3025665,2.1009452,2.1321142,Diseases of the circulatory system
859,-5.2969685,2.1272252,2.1149206,Neoplasms
860,-5.294352,2.1544096,2.0986078,Diseases of the Digestive System
861,-5.291685,2.1802926,2.0811431,Certain infectious and Parasitic Diseases
862,-5.289711,2.2078767,2.0633864,"Pregnancy, childbirth and the puerperiu"
863,-5.285647,2.233279,2.0461059,Diseases of the circulatory system
864,-5.2837415,2.2589664,2.027272,Certain infectious and Parasitic Diseases
865,-5.280049,2.285153,2.007714,Other Non-communicable Diseases
866,-5.2747746,2.3113248,1.993906,Diseases of the circulatory system
867,-5.268175,2.3361568,1.9754764,Other Infectious Diseases
868,-5.270936,2.3616452,1.95626,Diseases of the Genitourinary System
869,-5.263714,2.3868852,1.9386809,"Pregnancy, childbirth and the puerperiu"
870,-5.2632613,2.4126353,1.9184026,Certain infectious and Parasitic Diseases
871,-5.258918,2.4376178,1.9005846,Neoplasms
872,-5.2541904,2.461506,1.8815687,Diseases of the circulatory system
873,-5.25126,2.4874809,1.8641402,External Causes of Morbidity and Mortality
874,-5.2509947,2.5118597,1.8430814,Diseases of the Digestive System
875,-5.2432866,2.5363898,1.8242021,"Pregnancy, childbirth and the puerperiu"
876,-5.238557,2.5603743,1.8045421,Other Cardiovascular Diseases
877,-5.2352233,2.5834222,1.7849079,"Pregnancy, childbirth and the puerperiu"
878,-5.227585,2.6081421,1.7637316,External Causes of Morbidity and Mortality
879,-5.224585,2.632276,1.7437072,External Causes of Morbidity and Mortality
880,-5.220058,2.6552496,1.7235376,Diseases of the circulatory system
881,-5.218205,2.678907,1.7005796,Diseases of the circulatory system
882,-5.212033,2.7023554,1.6832691,Congenital malformation
883,-5.207236,2.7236314,1.663471,External Causes of Morbidity and Mortality
884,-5.201606,2.7486358,1.6431851,Certain infectious and Parasitic Diseases
885,-5.1987677,2.7707024,1.6223649,External Causes of Morbidity and Mortality
886,-5.1944284,2.7929084,1.5989183,Diseases of Respiratory System
887,-5.1894236,2.8154342,1.5774019,"Pregnancy, childbirth and the puerperiu"
888,-5.184678,2.8379607,1.5561738,"Injury, Poisoning and External Causes"
889,-5.1799846,2.8596537,1.53388,Certain infectious and Parasitic Diseases
890,-5.1741614,2.8808584,1.512717,Diseases of the circulatory system
891,-5.169209,2.9033396,1.49056,"Injury, Poisoning and External Causes"
892,-5.163787,2.9247386,1.4681845,Diseases of the circulatory system
893,-5.159639,2.9447916,1.4453527,Congenital malformation
894,-5.1537557,2.9661057,1.4248254,Neoplasms
895,-5.1473804,2.9871664,1.4008232,Other Infectious Diseases
896,-5.1409206,3.007975,1.3780167,"Endocrine, Nutritional and Metabolic Diseases"
897,-5.13566,3.027012,1.3557937,Diseases of the circulatory system
898,-5.1330237,3.0475528,1.3305204,"Injury, Poisoning and External Causes"
899,-5.126561,3.067927,1.3081775,"Pregnancy, childbirth and the puerperiu"
900,-5.1210895,3.0872743,1.2856513,Neoplasms
901,-5.1155972,3.1072237,1.262468,Other Non-communicable Diseases
902,-5.110505,3.1258698,1.237847,Diseases of the Digestive System
903,-5.103725,3.1452959,1.2140452,Diseases of Respiratory System
904,-5.0991173,3.1637652,1.1904423,External Causes of Morbidity and Mortality
905,-5.0941625,3.1824307,1.1665523,Certain infectious and Parasitic Diseases
906,-5.086372,3.2009604,1.142083,Birth asphyxia
907,-5.0811067,3.2201407,1.1174138,Other Non-communicable Diseases
908,-5.0751295,3.236952,1.0930419,Other Infectious Diseases
909,-5.0686755,3.2552333,1.0682861,"Pregnancy, childbirth and the puerperiu"
910,-5.062941,3.2706597,1.0435318,Other Non-communicable Diseases
911,-5.057014,3.2901225,1.0193812,Other Cardiovascular Diseases
912,-5.049781,3.3069508,0.99347216,"Pregnancy, childbirth and the puerperiu"
913,-5.0443873,3.32318,0.96805435,Other Non-communicable Diseases
914,-5.038687,3.3403306,0.94230294,Other Non-communicable Diseases
915,-5.0322385,3.356146,0.91732436,Diseases of the circulatory system
916,-5.024719,3.3721142,0.89147186,Diseases of Respiratory System
917,-5.018799,3.3878293,0.8659435,Diseases of Respiratory System
918,-5.014628,3.403451,0.839778,Diseases of Respiratory System
919,-5.0048747,3.4176295,0.8146301,Other Defined Causes of Child Deaths
920,-4.999093,3.433419,0.7882426,Certain infectious and Parasitic Diseases
921,-4.9943542,3.4477959,0.7616484,Diseases of Respiratory System
922,-4.9852324,3.4619603,0.73558563,External Causes of Morbidity and Mortality
923,-4.9783816,3.476049,0.7090253,Diseases of the Digestive System
924,-4.973605,3.4908555,0.68239796,Diseases of Respiratory System
925,-4.9657383,3.5044315,0.65520144,Diseases of the circulatory system
926,-4.9589434,3.5167015,0.62895685,Other Infectious Diseases
927,-4.9514956,3.5303154,0.60221666,Diseases of the circulatory system
928,-4.9448357,3.542909,0.5748789,Diseases of the Genitourinary System
929,-4.938479,3.5554554,0.5476173,Birth asphyxia
930,-4.930816,3.5668633,0.5203001,Diseases of the circulatory system
931,-4.9218125,3.5793288,0.49300355,"Pregnancy, childbirth and the puerperiu"
932,-4.9155474,3.590436,0.46546435,Other Non-communicable Diseases
933,-4.9067554,3.6013613,0.43829858,"Endocrine, Nutritional and Metabolic Diseases"
934,-4.903995,3.6123815,0.41040194,Diseases of Respiratory System
935,-4.893809,3.623746,0.38284433,Birth asphyxia
936,-4.8843703,3.6346009,0.35518163,"Pregnancy, childbirth and the puerperiu"
937,-4.8784256,3.6429923,0.3282825,External Causes of Morbidity and Mortality
938,-4.8705983,3.6524515,0.29871398,Certain infectious and Parasitic Diseases
939,-4.8647723,3.659747,0.2716239,Neoplasms
940,-4.8562374,3.6704078,0.2435489,"Pregnancy, childbirth and the puerperiu"
941,-4.8492546,3.6788585,0.21523654,Certain infectious and Parasitic Diseases
942,-4.84056,3.6875422,0.18701541,Diseases of Respiratory System
943,-4.832292,3.6952367,0.15868865,"Pregnancy, childbirth and the puerperiu"
944,-4.823852,3.701411,0.13041414,Diseases of Respiratory System
945,-4.816815,3.7097778,0.10206259,Diseases of the circulatory system
946,-4.808021,3.7161684,0.073552504,Diseases of the circulatory system
947,-4.8030305,3.7218473,0.045342557,Certain infectious and Parasitic Diseases
948,-4.7939825,3.7265937,0.016626857,"Pregnancy, childbirth and the puerperiu"
949,-4.7858095,3.7324476,-0.012257259,Birth asphyxia
950,-4.776101,3.737941,-0.040726673,Other Non-communicable Diseases
951,-4.767486,3.742104,-0.06935375,Diseases of Respiratory System
952,-4.760349,3.7478557,-0.09803936,Other Infectious Diseases
953,-4.7519608,3.7507052,-0.12684341,Neoplasms
954,-4.7431984,3.7557182,-0.15528312,Diseases of the Genitourinary System
955,-4.7375975,3.7553406,-0.18438026,"Endocrine, Nutritional and Metabolic Diseases"
956,-4.728278,3.7614017,-0.21233916,Other Infectious Diseases
957,-4.718586,3.7618802,-0.24155726,Hemorrhagic fever
958,-4.7115216,3.7643905,-0.2705083,External Causes of Morbidity and Mortality
959,-4.7000966,3.7658982,-0.2990073,Birth asphyxia
960,-4.6907663,3.7677891,-0.3278036,"Pregnancy, childbirth and the puerperiu"
961,-4.6854596,3.7673237,-0.35635495,"Pregnancy, childbirth and the puerperiu"
962,-4.677177,3.7671056,-0.38481453,Birth asphyxia
963,-4.669474,3.76786,-0.41346183,Other Non-communicable Diseases
964,-4.6595707,3.7648757,-0.442194,Diseases of the circulatory system
965,-4.650647,3.7649374,-0.47063914,Diseases of Respiratory System
966,-4.642874,3.7630727,-0.4989062,Hemorrhagic fever
967,-4.6338325,3.7615366,-0.52756757,Diseases of the circulatory system
968,-4.6247454,3.7589743,-0.55565894,Diseases of the circulatory system
969,-4.620203,3.7564402,-0.5839719,Other Non-communicable Diseases
970,-4.6111255,3.7522452,-0.6122578,Certain infectious and Parasitic Diseases
971,-4.5972376,3.7451794,-0.64024127,Diseases of the Digestive System
972,-4.592244,3.7437522,-0.66833085,"Pregnancy, childbirth and the puerperiu"
973,-4.579684,3.7392838,-0.6960746,Diseases of Respiratory System
974,-4.579479,3.7337008,-0.7240572,Certain infectious and Parasitic Diseases
975,-4.565191,3.7271,-0.75158817,Certain infectious and Parasitic Diseases
976,-4.5572014,3.7205915,-0.7790766,Certain infectious and Parasitic Diseases
977,-4.5509663,3.7144363,-0.806523,Certain infectious and Parasitic Diseases
978,-4.539853,3.7074487,-0.8336885,"Injury, Poisoning and External Causes"
979,-4.532581,3.6996841,-0.8608399,External Causes of Morbidity and Mortality
980,-4.5244684,3.6909952,-0.8877801,Congenital malformation
981,-4.5160885,3.681624,-0.91455024,Other Infectious Diseases
982,-4.507967,3.6723027,-0.94115007,"Pregnancy, childbirth and the puerperiu"
983,-4.499422,3.6633968,-0.967593,Other Cardiovascular Diseases
984,-4.4927654,3.6539903,-0.9938731,"Pregnancy, childbirth and the puerperiu"
985,-4.4859066,3.6444128,-1.01995,Diseases of the circulatory system
986,-4.4785013,3.6316557,-1.0457671,Other Infectious Diseases
987,-4.4687734,3.6200974,-1.0714104,Diseases of Respiratory System
988,-4.4509516,3.6079068,-1.0967873,Diseases of the Genitourinary System
989,-4.4550924,3.5954869,-1.122009,Diseases of the Digestive System
990,-4.4458594,3.5830727,-1.1469352,Certain infectious and Parasitic Diseases
991,-4.437353,3.569366,-1.1716683,Certain infectious and Parasitic Diseases
992,-4.433111,3.5562308,-1.1961111,Other Infectious Diseases
993,-4.420599,3.5415926,-1.2202861,External Causes of Morbidity and Mortality
994,-4.4160905,3.5272653,-1.2442011,External Causes of Morbidity and Mortality
995,-4.4077206,3.512327,-1.2678366,External Causes of Morbidity and Mortality
996,-4.4035645,3.4959667,-1.2911726,Other Infectious Diseases
997,-4.3946996,3.4804606,-1.3142416,"Endocrine, Nutritional and Metabolic Diseases"
998,-4.3881226,3.4635475,-1.3369999,"Pregnancy, childbirth and the puerperiu"
999,-4.3805556,3.446883,-1.3594382,Diseases of the Genitourinary System
1000,-4.374188,3.4295747,-1.381558,External Causes of Morbidity and Mortality
1001,-4.366848,3.4124362,-1.403346,Diseases of the Genitourinary System
1002,-4.3624563,3.3931215,-1.4248168,"Pregnancy, childbirth and the puerperiu"
1003,-4.3558493,3.3751845,-1.4459566,Certain infectious and Parasitic Diseases
1004,-4.3486776,3.3557212,-1.4667182,Diseases of Respiratory System
1005,-4.342942,3.3366175,-1.4871666,Diseases of Respiratory System
1006,-4.3371115,3.3166454,-1.5072385,Other Infectious Diseases
1007,-4.333471,3.2965791,-1.5269251,"Pregnancy, childbirth and the puerperiu"
1008,-4.3261795,3.2755744,-1.5462701,"Pregnancy, childbirth and the puerperiu"
1009,-4.3208113,3.2549844,-1.5652106,"Endocrine, Nutritional and Metabolic Diseases"
1010,-4.3154426,3.2336757,-1.5837756,"Pregnancy, childbirth and the puerperiu"
1011,-4.3128896,3.2118518,-1.6019748,Diseases of the circulatory system
1012,-4.306761,3.1894922,-1.619748,Certain infectious and Parasitic Diseases
1013,-4.299596,3.1674182,-1.6371449,Birth asphyxia
1014,-4.2980485,3.144712,-1.6541517,Certain infectious and Parasitic Diseases
1015,-4.2922373,3.1215155,-1.6706737,Other Cardiovascular Diseases
1016,-4.288164,3.0982225,-1.6868134,Certain infectious and Parasitic Diseases
1017,-4.2839675,3.073575,-1.7025272,External Causes of Morbidity and Mortality
1018,-4.2802405,3.0495543,-1.7178202,Certain infectious and Parasitic Diseases
1019,-4.275967,3.0251122,-1.7326946,Diseases of Respiratory System
1020,-4.2766824,3.0007749,-1.74711,"Pregnancy, childbirth and the puerperiu"
1021,-4.2704496,2.975638,-1.7610973,Certain infectious and Parasitic Diseases
1022,-4.265398,2.949826,-1.7746601,Other Infectious Diseases
1023,-4.2659173,2.9244986,-1.7877339,External Causes of Morbidity and Mortality
1024,-4.2572904,2.8987057,-1.8004068,Diseases of the circulatory system
1025,-4.2549562,2.8725545,-1.8126143,Diseases of the circulatory system
1026,-4.2537646,2.8459122,-1.8243698,Diseases of the circulatory system
1027,-4.25227,2.8191457,-1.8356487,Diseases of the Genitourinary System
1028,-4.250791,2.7923603,-1.8465017,Certain infectious and Parasitic Diseases
1029,-4.2496614,2.7652602,-1.8568914,Neoplasms
1030,-4.2453156,2.7378933,-1.8668299,"Pregnancy, childbirth and the puerperiu"
1031,-4.242919,2.7103498,-1.8763058,"Endocrine, Nutritional and Metabolic Diseases"
1032,-4.238221,2.6826916,-1.8853368,"Pregnancy, childbirth and the puerperiu"
1033,-4.2398305,2.6546557,-1.8939027,Other Defined Causes of Child Deaths
1034,-4.2354856,2.626414,-1.9020019,Other Cardiovascular Diseases
1035,-4.2385635,2.5981162,-1.9096645,Other Cardiovascular Diseases
1036,-4.235488,2.5699968,-1.9168466,Diseases of the Genitourinary System
1037,-4.2349677,2.54103,-1.9235891,Other Cardiovascular Diseases
1038,-4.2349873,2.5122156,-1.9298656,Diseases of Respiratory System
1039,-4.2303066,2.4831593,-1.9357222,External Causes of Morbidity and Mortality
1040,-4.232742,2.4540257,-1.941091,Diseases of the circulatory system
1041,-4.2307124,2.4246762,-1.9460481,Other Infectious Diseases
1042,-4.2314687,2.3954546,-1.9505328,Diseases of the Digestive System
1043,-4.227812,2.3659472,-1.9545981,"Pregnancy, childbirth and the puerperiu"
1044,-4.2333565,2.3364038,-1.9581943,Diseases of the circulatory system
1045,-4.2307296,2.3065763,-1.9613608,Certain infectious and Parasitic Diseases
1046,-4.2297626,2.2768648,-1.9641057,Certain infectious and Parasitic Diseases
1047,-4.2301636,2.2470286,-1.9664117,Certain infectious and Parasitic Diseases
1048,-4.231057,2.2168956,-1.968294,External Causes of Morbidity and Mortality
1049,-4.2308197,2.1868382,-1.9697535,Diseases of the circulatory system
1050,-4.232626,2.1567047,-1.9707807,Diseases of the circulatory system
1051,-4.233011,2.1264944,-1.9714192,Diseases of Respiratory System
1052,-4.234648,2.0962214,-1.9716164,"Pregnancy, childbirth and the puerperiu"
1053,-4.2335076,2.065903,-1.9714245,External Causes of Morbidity and Mortality
1054,-4.235427,2.0355303,-1.9708374,"Endocrine, Nutritional and Metabolic Diseases"
1055,-4.237716,2.0051053,-1.9698478,Diseases of the circulatory system
1056,-4.2373643,1.9746528,-1.9684595,Birth asphyxia
1057,-4.237664,1.9441139,-1.9666959,Certain infectious and Parasitic Diseases
1058,-4.241231,1.913624,-1.9645061,Diseases of Respiratory System
1059,-4.2506404,1.8831178,-1.9619523,Diseases of the Digestive System
1060,-4.2453394,1.852513,-1.9590746,Diseases of Respiratory System
1061,-4.246335,1.8219305,-1.9557879,Diseases of the Genitourinary System
1062,-4.249674,1.7913446,-1.9521452,Diseases of the circulatory system
1063,-4.249569,1.7607043,-1.948144,Other Defined Causes of Child Deaths
1064,-4.2543697,1.7300544,-1.9437925,Diseases of the circulatory system
1065,-4.2547727,1.6995275,-1.9390975,Certain infectious and Parasitic Diseases
1066,-4.2594075,1.6689265,-1.9340535,External Causes of Morbidity and Mortality
1067,-4.2581058,1.638261,-1.9286766,External Causes of Morbidity and Mortality
1068,-4.259299,1.6077342,-1.9229645,Certain infectious and Parasitic Diseases
1069,-4.262521,1.5770743,-1.9169253,Other Cardiovascular Diseases
1070,-4.2681503,1.5465721,-1.9105691,Congenital malformation
1071,-4.2716794,1.5160753,-1.9038966,Other Non-communicable Diseases
1072,-4.2725725,1.4855299,-1.8969089,Diseases of the circulatory system
1073,-4.275365,1.4549516,-1.8896385,"Pregnancy, childbirth and the puerperiu"
1074,-4.276332,1.4244025,-1.88206,External Causes of Morbidity and Mortality
1075,-4.28144,1.3939321,-1.8741984,Diseases of Respiratory System
1076,-4.2845592,1.3635671,-1.8660665,Neoplasms
1077,-4.2909527,1.3331586,-1.857622,Other Non-communicable Diseases
1078,-4.2902694,1.3026359,-1.8488905,Certain infectious and Parasitic Diseases
1079,-4.292836,1.2722784,-1.8399242,Diseases of the Digestive System
1080,-4.2960052,1.2419722,-1.830621,"Pregnancy, childbirth and the puerperiu"
1081,-4.2992525,1.2117399,-1.8211577,External Causes of Morbidity and Mortality
1082,-4.3026824,1.1815453,-1.8114074,Other Infectious Diseases
1083,-4.309149,1.1513146,-1.8013831,Certain infectious and Parasitic Diseases
1084,-4.309096,1.1210008,-1.7911242,External Causes of Morbidity and Mortality
1085,-4.3153477,1.0907146,-1.7806611,Diseases of the circulatory system
1086,-4.3188553,1.0606264,-1.7699702,Certain infectious and Parasitic Diseases
1087,-4.32379,1.0308431,-1.7589856,"Pregnancy, childbirth and the puerperiu"
1088,-4.3239465,1.0006149,-1.7478013,External Causes of Morbidity and Mortality
1089,-4.327156,0.97055167,-1.7364717,Other Cardiovascular Diseases
1090,-4.331528,0.9406705,-1.724764,Diseases of the circulatory system
1091,-4.337201,0.91047776,-1.7130792,Certain infectious and Parasitic Diseases
1092,-4.339962,0.88081,-1.701041,Certain infectious and Parasitic Diseases
1093,-4.343723,0.8506142,-1.6887736,"Pregnancy, childbirth and the puerperiu"
1094,-4.346583,0.82081074,-1.6764634,"Pregnancy, childbirth and the puerperiu"
1095,-4.356092,0.79102933,-1.6638235,Diseases of Respiratory System
1096,-4.3550906,0.7611006,-1.6510335,Diseases of the circulatory system
1097,-4.3602715,0.731415,-1.6381005,Other Non-communicable Diseases
1098,-4.3642116,0.70138663,-1.624979,Diseases of the Digestive System
1099,-4.3694944,0.6717546,-1.6117125,Certain infectious and Parasitic Diseases
1100,-4.371602,0.64235574,-1.5983182,Other Cardiovascular Diseases
1101,-4.37696,0.61243504,-1.5846189,"Pregnancy, childbirth and the puerperiu"
1102,-4.3794875,0.5826221,-1.5705273,Diseases of the Genitourinary System
1103,-4.386081,0.55259776,-1.5568718,"Pregnancy, childbirth and the puerperiu"
1104,-4.3964186,0.52324283,-1.5427266,Diseases of Respiratory System
1105,-4.390068,0.49359035,-1.5289013,Certain infectious and Parasitic Diseases
1106,-4.3952374,0.46365708,-1.5139605,Diseases of Respiratory System
1107,-4.403805,0.4342695,-1.499831,External Causes of Morbidity and Mortality
1108,-4.405173,0.4045637,-1.484352,External Causes of Morbidity and Mortality
1109,-4.41151,0.37488365,-1.4694347,Neoplasms
1110,-4.4152436,0.34511653,-1.4550064,Diseases of Respiratory System
1111,-4.4197927,0.31537843,-1.440282,Other Cardiovascular Diseases
1112,-4.423303,0.28557914,-1.4248956,Diseases of the circulatory system
1113,-4.4255505,0.2558461,-1.4093208,"Endocrine, Nutritional and Metabolic Diseases"
1114,-4.4281015,0.22660302,-1.3938106,Diseases of the Digestive System
1115,-4.4356313,0.19631998,-1.3790255,Diseases of the circulatory system
1116,-4.4388103,0.1666588,-1.3616965,External Causes of Morbidity and Mortality
1117,-4.4433384,0.1368606,-1.346391,Diseases of the Digestive System
1118,-4.4448814,0.106900334,-1.3307564,Diseases of the circulatory system
1119,-4.453412,0.07710523,-1.315536,Diseases of the Digestive System
1120,-4.4549923,0.04701859,-1.2990311,Other Cardiovascular Diseases
1121,-4.4591494,0.016830744,-1.2823014,External Causes of Morbidity and Mortality
1122,-4.461895,-0.012939237,-1.2661484,Diseases of Respiratory System
1123,-4.4672465,-0.043039132,-1.2496997,Certain infectious and Parasitic Diseases
1124,-4.466137,-0.073199935,-1.2329941,Diseases of the Digestive System
1125,-4.4688373,-0.103352755,-1.2161855,"Pregnancy, childbirth and the puerperiu"
1126,-4.477532,-0.13372739,-1.1993648,Other Infectious Diseases
1127,-4.479606,-0.16391085,-1.1835507,Diseases of Respiratory System
1128,-4.4827905,-0.19444625,-1.1665158,External Causes of Morbidity and Mortality
1129,-4.4843755,-0.22485326,-1.1495986,Certain infectious and Parasitic Diseases
1130,-4.4878497,-0.25531623,-1.1323651,External Causes of Morbidity and Mortality
1131,-4.4850283,-0.28593302,-1.1147141,Diseases of the circulatory system
1132,-4.4944506,-0.31649554,-1.0983337,Certain infectious and Parasitic Diseases
1133,-4.4966264,-0.34722692,-1.0818255,Diseases of the Genitourinary System
1134,-4.4971957,-0.3781901,-1.0642524,Diseases of the circulatory system
1135,-4.498818,-0.40910727,-1.0459607,Certain infectious and Parasitic Diseases
1136,-4.502715,-0.43999135,-1.0295353,Diseases of Respiratory System
1137,-4.5036697,-0.4710929,-1.0129931,Diseases of the Genitourinary System
1138,-4.5050325,-0.50230706,-0.9943891,Diseases of Respiratory System
1139,-4.505155,-0.5334926,-0.97739154,Diseases of the circulatory system
1140,-4.50779,-0.5648527,-0.9601354,Other Infectious Diseases
1141,-4.508661,-0.5961685,-0.9425871,"Injury, Poisoning and External Causes"
1142,-4.507927,-0.62766504,-0.92462057,"Pregnancy, childbirth and the puerperiu"
1143,-4.5071816,-0.6592298,-0.9071522,Diseases of Respiratory System
1144,-4.5084662,-0.690916,-0.89009565,"Endocrine, Nutritional and Metabolic Diseases"
1145,-4.510219,-0.7226713,-0.87230146,Other Cardiovascular Diseases
1146,-4.5064216,-0.7545009,-0.85511273,"Pregnancy, childbirth and the puerperiu"
1147,-4.510956,-0.78640467,-0.8372602,Diseases of Respiratory System
1148,-4.5086656,-0.81840914,-0.8210063,Hemorrhagic fever
1149,-4.506073,-0.85039926,-0.8027708,Diseases of Respiratory System
1150,-4.503479,-0.8826227,-0.78452754,External Causes of Morbidity and Mortality
1151,-4.5078464,-0.9149003,-0.7670034,Other Cardiovascular Diseases
1152,-4.5026517,-0.9470963,-0.7494649,Neoplasms
1153,-4.5006943,-0.9794535,-0.7329299,Neoplasms
1154,-4.4981403,-1.0118247,-0.7157889,External Causes of Morbidity and Mortality
1155,-4.495273,-1.0442501,-0.6984173,External Causes of Morbidity and Mortality
1156,-4.4914594,-1.0767567,-0.6815856,Diseases of the Digestive System
1157,-4.488519,-1.1092904,-0.6636137,"Pregnancy, childbirth and the puerperiu"
1158,-4.4884453,-1.1418744,-0.64641565,External Causes of Morbidity and Mortality
1159,-4.4807224,-1.1744871,-0.62997884,Certain infectious and Parasitic Diseases
1160,-4.4751406,-1.2070705,-0.6126985,Other Non-communicable Diseases
1161,-4.4708996,-1.2398012,-0.59534323,Diseases of Respiratory System
1162,-4.466381,-1.272448,-0.5789178,Other Non-communicable Diseases
1163,-4.4623775,-1.3054069,-0.5626779,Certain infectious and Parasitic Diseases
1164,-4.457879,-1.3381137,-0.54541534,Other Cardiovascular Diseases
1165,-4.4545174,-1.3709742,-0.5295995,"Pregnancy, childbirth and the puerperiu"
1166,-4.4474387,-1.4040073,-0.5137101,Certain infectious and Parasitic Diseases
1167,-4.439412,-1.4365901,-0.49774063,"Pregnancy, childbirth and the puerperiu"
1168,-4.4322166,-1.4695195,-0.482622,"Pregnancy, childbirth and the puerperiu"
1169,-4.4258347,-1.5022438,-0.4666796,External Causes of Morbidity and Mortality
1170,-4.4191303,-1.5351578,-0.45075753,External Causes of Morbidity and Mortality
1171,-4.412508,-1.5680596,-0.43381876,Diseases of the circulatory system
1172,-4.4044976,-1.6006364,-0.4188974,Certain infectious and Parasitic Diseases
1173,-4.3994093,-1.6336436,-0.40583113,Other Cardiovascular Diseases
1174,-4.3904295,-1.6662729,-0.3909608,Certain infectious and Parasitic Diseases
1175,-4.3818936,-1.6988999,-0.3762838,"Pregnancy, childbirth and the puerperiu"
1176,-4.370767,-1.731618,-0.36201128,"Pregnancy, childbirth and the puerperiu"
1177,-4.3640966,-1.7643346,-0.34723315,"Pregnancy, childbirth and the puerperiu"
1178,-4.3516393,-1.7968973,-0.33428252,Diseases of Respiratory System
1179,-4.3460126,-1.8296511,-0.3195324,"Pregnancy, childbirth and the puerperiu"
1180,-4.336111,-1.862155,-0.3062146,External Causes of Morbidity and Mortality
1181,-4.322442,-1.8945316,-0.2930147,"Endocrine, Nutritional and Metabolic Diseases"
1182,-4.3187857,-1.9270912,-0.27953103,Diseases of Respiratory System
1183,-4.307188,-1.9596442,-0.26776016,Diseases of Respiratory System
